,TV,Radio,Newspaper,Sales,Facebook
128,2203000.0,49000.0,32000.0,24700000.0,64000.0
129,596000.0,12000.0,431000.0,9700000.0,862000.0
130,7000.0,39600.0,87000.0,1600000.0,174000.0
131,2652000.0,2900.0,430000.0,12700000.0,860000.0
132,84000.0,27200.0,21000.0,5700000.0,42000.0
133,2198000.0,33500.0,451000.0,19600000.0,902000.0
134,369000.0,38600.0,656000.0,10800000.0,1312000.0
135,483000.0,47000.0,85000.0,11600000.0,170000.0
136,256000.0,39000.0,93000.0,9500000.0,186000.0
137,2737000.0,28900.0,597000.0,20800000.0,1194000.0
138,430000.0,25900.0,205000.0,9600000.0,410000.0
139,1849000.0,43900.0,17000.0,20700000.0,34000.0
140,734000.0,17000.0,129000.0,10900000.0,258000.0
141,1937000.0,35400.0,756000.0,19200000.0,1512000.0
142,2205000.0,33200.0,379000.0,20100000.0,758000.0
143,1046000.0,5700.0,344000.0,10400000.0,688000.0
144,962000.0,14800.0,389000.0,11400000.0,778000.0
145,1403000.0,1900.0,90000.0,10300000.0,180000.0
146,2401000.0,7300.0,87000.0,13200000.0,174000.0
147,2432000.0,49000.0,443000.0,25400000.0,886000.0
148,380000.0,40300.0,119000.0,10900000.0,238000.0
149,447000.0,25800.0,206000.0,10100000.0,412000.0
150,2807000.0,13900.0,370000.0,16100000.000000002,740000.0
151,1210000.0,8400.0,487000.0,11600000.0,974000.0
152,1976000.0,23300.0,142000.0,16600000.000000002,284000.0
153,1713000.0,39700.0,377000.0,19000000.0,754000.0
154,1878000.0,21100.0,95000.0,15600000.0,190000.0
155,41000.0,11600.0,57000.0,3200000.0,114000.0
156,939000.0,43500.0,505000.0,15300000.0,1010000.0
157,1498000.0,1300.0,243000.0,10100000.0,486000.0
158,117000.0,36900.0,452000.0,7300000.0,904000.0
159,1317000.0,18400.0,346000.0,12900000.0,692000.0
160,1725000.0,18100.0,307000.0,14400000.0,614000.0
161,857000.0,35800.0,493000.0,13300000.0,986000.0
162,1884000.0,18100.0,256000.0,14900000.0,512000.0
163,1635000.0,36800.0,74000.0,18000000.0,148000.0
164,1172000.0,14700.0,54000.0,11900000.0,108000.0
165,2345000.0,3400.0,848000.0,11900000.0,1696000.0
166,179000.0,37600.0,216000.0,8000000.0,432000.0
167,2068000.0,5200.0,194000.0,12200000.0,388000.0
168,2154000.0,23600.0,576000.0,17100000.0,1152000.0
169,2843000.0,10600.0,64000.0,15000000.0,128000.0
170,500000.0,11600.0,184000.0,8400000.0,368000.0
171,1645000.0,20900.0,474000.0,14500000.0,948000.0
172,196000.0,20100.0,170000.0,7600000.0,340000.0
173,1684000.0,7100.0,128000.0,11700000.0,256000.0
174,2224000.0,3400.0,131000.0,11500000.0,262000.0
175,2769000.0,48900.0,418000.0,27000000.0,836000.0
176,2484000.0,30200.0,203000.0,20200000.0,406000.0
177,1702000.0,7800.0,352000.0,11700000.0,704000.0
178,2767000.0,2300.0,237000.0,11800000.0,474000.0
179,1656000.0,10000.0,176000.0,12600000.0,352000.0
180,1566000.0,2600.0,83000.0,10500000.0,166000.0
181,2185000.0,5400.0,274000.0,12200000.0,548000.0
182,562000.0,5700.0,297000.0,8700000.0,594000.0
183,2876000.0,43000.0,718000.0,26200000.0,1436000.0
184,2538000.0,21300.0,300000.0,17600000.0,600000.0
185,2050000.0,45100.0,196000.0,22600000.0,392000.0
186,1395000.0,2100.0,266000.0,10300000.0,532000.0
187,1911000.0,28700.0,182000.0,17300000.0,364000.0
188,2860000.0,13900.0,37000.0,15900000.0,74000.0
189,187000.0,12100.0,234000.0,6700000.0,468000.0
190,395000.0,41100.0,58000.0,10800000.0,116000.0
191,755000.0,10800.0,60000.0,9900000.0,120000.0
192,172000.0,4100.0,316000.0,5900000.0,632000.0
193,1668000.0,42000.0,36000.0,19600000.0,72000.0
194,1497000.0,35600.0,60000.0,17300000.0,120000.0
195,382000.0,3700.0,138000.0,7600000.0,276000.0
196,942000.0,4900.0,81000.0,9700000.0,162000.0
197,1770000.0,9300.0,64000.0,12800000.0,128000.0
198,2836000.0,42000.0,662000.0,25500000.0,1324000.0
199,2321000.0,8600.0,87000.0,13400000.0,174000.0
